GamePk,PitcherId,BatterId,PitchType,PitchCall,is_swing,is_whiff,is_bip,is_hit,ReleaseSpeed,ReleaseExtension
2,1,31,CU,called_strike,0,0,0,0,75.95752008,6.070091724
2,1,8,CU,field_out,1,0,1,0,78.2901844,6.815554619
2,1,15,CU,field_out,1,0,1,0,76.77930663,6.280747414
2,1,11,CU,called_strike,0,0,0,0,76.02445041,6.304573536
2,1,25,CU,called_strike,0,0,0,0,76.55194568,5.966190815
2,1,25,CU,called_strike,0,0,0,0,75.27797507,6.164478302
2,9,21,SL,ball,0,0,0,0,86.26858792,6.503287315
2,9,21,FF,called_strike,0,0,0,0,94.73044276,6.643708229
2,9,21,SL,called_strike,0,0,0,0,86.78973273,6.412183762
2,9,21,SL,foul,1,0,0,0,86.85159616,6.329573154
2,9,21,SL,ball,0,0,0,0,87.13205682,6.393908501
2,9,21,FF,foul,1,0,0,0,98.33560189,6.303882122
2,9,21,FF,ball,0,0,0,0,96.33082722,6.532511234
